,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineRate,Expenditure
240,King,17417.0,Northshore School District,3492.0,Inglemoor HS,P,12th Grade,445,222,0,223,1,74,10,58,2,36,264,19,0,42,5,69,0,0,9,43,39,426,445,403,440,376,445,406.0,42.0,,3.0,1.0,4.0,22.0,426.0,412.0,6.0,8.0,0.9671,3.10%,22492601.8
241,King,17417.0,Northshore School District,5481.0,North Creek High School,P,12th Grade,324,158,0,166,4,83,4,40,0,24,169,15,0,17,2,48,0,0,5,39,29,309,324,307,322,276,324,289.0,39.0,,,4.0,3.0,7.0,321.0,313.0,1.0,7.0,0.9751,<1%,21652052.3
242,King,17417.0,Northshore School District,1814.0,Northshore Networks,A,12th Grade,52,26,0,26,0,4,1,4,0,3,40,1,0,0,0,0,0,0,5,7,6,51,52,52,52,52,52,39.0,16.0,1.0,,3.0,,17.0,38.0,26.0,8.0,4.0,0.6842,<5%,1966478.8
243,King,17417.0,Northshore School District,5331.0,Northshore Online Reengagement Program,R,12th Grade,22,6,0,16,1,0,1,3,0,1,16,0,0,0,0,0,0,0,9,1,3,22,22,22,22,22,22,12.0,2.0,,,,4.0,0.0,14.0,5.0,5.0,4.0,0.3571,<8%,42240.5
244,King,17417.0,Northshore School District,3811.0,Secondary Academy for Success,A,12th Grade,48,30,0,18,0,4,2,10,0,6,26,1,0,0,4,22,0,0,5,2,12,47,48,48,44,26,48,40.0,10.0,,,3.0,1.0,2.0,48.0,36.0,8.0,4.0,0.75,<5%,2273934.4
245,King,17417.0,Northshore School District,4208.0,Woodinville HS,P,12th Grade,465,236,0,229,0,58,3,36,1,49,318,8,0,39,5,47,0,0,9,61,49,457,464,426,460,418,465,416.0,43.0,,3.0,3.0,4.0,12.0,447.0,429.0,8.0,10.0,0.9597,<1%,22567744.4
246,Island,15201.0,Oak Harbor School District,2974.0,Oak Harbor High School,P,12th Grade,402,193,0,209,1,46,17,64,4,36,234,26,0,16,29,153,0,15,11,20,65,376,402,386,373,249,402,366.0,94.0,,4.0,6.0,7.0,89.0,371.0,328.0,26.0,17.0,0.8841,1.70%,20537284.8
247,Grays Harbor,14400.0,Oakville School District,2283.0,Oakville High School,P,12th Grade,13,5,0,8,3,0,0,2,0,0,8,4,0,0,0,10,0,0,0,0,1,9,13,13,13,3,13,15.0,1.0,,,1.0,2.0,2.0,14.0,11.0,0.0,3.0,0.7857,<10%,2070972.4
248,Pacific,25101.0,Ocean Beach School District,4220.0,Ilwaco High School,P,12th Grade,52,27,0,25,0,0,0,8,0,1,43,1,0,8,7,23,1,0,1,7,5,51,51,44,45,29,51,61.0,10.0,,,,2.0,12.0,59.0,54.0,3.0,2.0,0.9153,<5%,4673320.8
249,Grays Harbor,14172.0,Ocosta School District,3024.0,Ocosta Junior - Senior High,P,12th Grade,59,33,0,26,4,0,0,8,0,7,40,3,0,0,6,44,9,2,2,5,9,56,59,59,53,15,50,56.0,12.0,,2.0,1.0,4.0,8.0,60.0,50.0,3.0,7.0,0.8333,<5%,5104641.1
250,Lincoln,22105.0,Odessa School District,2443.0,Odessa High School,P,12th Grade,14,8,0,6,0,0,0,2,0,0,12,0,0,0,0,7,0,0,0,0,0,14,14,14,14,7,14,18.0,,,,,,2.0,16.0,14.0,2.0,0.0,0.875,<10%,2207813.0
251,Okanogan,24105.0,Okanogan School District,1980.0,Okanogan Alternative High School,5,12th Grade,10,6,0,4,1,0,1,3,0,1,4,2,0,0,0,10,1,0,6,0,0,8,10,10,10,0,9,12.0,6.0,,2.0,1.0,5.0,0.0,18.0,7.0,3.0,8.0,0.3889,<10%,45812.5
252,Okanogan,24105.0,Okanogan School District,5151.0,Okanogan Outreach Alternative School,5,12th Grade,25,12,0,13,3,0,1,6,0,6,9,1,0,0,7,21,1,0,7,1,0,24,25,25,18,4,24,45.0,11.0,,3.0,3.0,13.0,6.0,50.0,19.0,12.0,19.0,0.38,<6%,696151.8
253,Thurston,34111.0,Olympia School District,1768.0,Avanti High School,A,12th Grade,59,35,0,24,1,0,0,4,0,6,48,0,0,0,9,24,0,1,4,7,6,59,59,59,50,35,59,40.0,5.0,,,,1.0,1.0,44.0,34.0,9.0,1.0,0.7727,<5%,2023384.9
254,Thurston,34111.0,Olympia School District,3960.0,Capital High School,P,12th Grade,340,160,0,180,1,21,5,55,1,25,232,9,0,0,8,97,1,2,5,25,49,331,340,340,332,243,339,315.0,55.0,1.0,1.0,3.0,9.0,45.0,325.0,298.0,13.0,14.0,0.9169,2.00%,17326453.2
255,Thurston,34111.0,Olympia School District,3132.0,Olympia High School,P,12th Grade,486,240,0,246,1,50,12,38,0,45,340,10,0,0,6,101,0,4,14,35,47,476,482,486,480,385,486,455.0,41.0,,1.0,2.0,13.0,46.0,450.0,414.0,20.0,16.0,0.92,1.20%,21898867.8
256,Thurston,34111.0,Olympia School District,5078.0,Olympia Regional Learning Academy,5,12th Grade,26,13,0,13,1,1,1,1,0,3,19,0,0,0,1,5,0,0,0,1,0,26,26,26,25,21,26,28.0,8.0,,,2.0,,19.0,17.0,11.0,4.0,2.0,0.6471,<10%,3983312.0
257,Okanogan,24019.0,Omak School District,2031.0,Omak High School,P,12th Grade,94,44,0,50,25,1,0,18,0,10,40,4,0,5,9,55,0,0,7,1,26,90,93,89,85,39,94,93.0,14.0,1.0,1.0,1.0,9.0,7.0,100.0,80.0,8.0,12.0,0.8,<3%,6925402.2
258,Okanogan,24019.0,Omak School District,5197.0,Washington Virtual Academy Omak High School,5,12th Grade,207,124,0,83,4,5,14,10,3,0,171,2,0,0,1,61,0,4,29,10,29,205,207,207,206,146,207,277.0,43.0,2.0,1.0,4.0,1.0,165.0,155.0,123.0,24.0,8.0,0.7935,<1%,10782669.4
259,San Juan,28137.0,Orcas Island School District,2750.0,Orcas Island High School,P,12th Grade,34,17,0,17,1,4,0,2,1,1,25,3,0,1,1,11,0,0,1,2,7,31,34,33,33,23,34,28.0,7.0,,,,,3.0,32.0,28.0,4.0,0.0,0.875,<9%,2436017.8
260,Okanogan,24410.0,Oroville School District,2706.0,Oroville Middle-High School,P,12th Grade,32,11,0,21,2,1,0,13,0,0,16,3,0,3,0,23,3,1,0,2,0,29,32,29,32,9,29,33.0,8.0,1.0,1.0,3.0,,4.0,37.0,32.0,0.0,5.0,0.8649,<9%,4236891.0
261,Pierce,27344.0,Orting School District,2942.0,Orting High School,P,12th Grade,231,118,0,113,1,4,4,32,0,19,171,0,0,0,14,85,0,5,7,16,30,231,231,231,217,146,231,224.0,22.0,1.0,2.0,2.0,5.0,28.0,218.0,204.0,4.0,10.0,0.9358,8.10%,10283007.8
262,Adams,1147.0,Othello School District,5367.0,Desert Oasis High School,A,12th Grade,26,10,0,16,0,0,0,25,0,0,1,9,0,0,0,24,5,1,7,1,0,17,26,26,26,2,21,36.0,2.0,,2.0,,5.0,6.0,32.0,11.0,14.0,7.0,0.3438,9.40%,967053.4
